character_id,move_index,complete,faf,frames,grabs,hurtboxes,name,notes,type,value
21e_lucina,28,,43,43,,,Dancing Blade 3,,,LucinaDancingBlade3
21e_lucina,29,,43,43,,,Dancing Blade 3 (Up),,,LucinaDancingBlade3Up
21e_lucina,30,,43,43,,,Dancing Blade 3 (Down),,,LucinaDancingBlade3Down
21e_lucina,31,,55,55,,,Dancing Blade 4,,,LucinaDancingBlade4
21e_lucina,32,,44,44,,,Dancing Blade 4 (Up),,,LucinaDancingBlade4Up
21e_lucina,33,,74,74,,,Dancing Blade 4 (Down),,,LucinaDancingBlade4Down
21e_lucina,34,,39,39,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [4, 5], 'color': 'darkblue', 'notes': ''}]",Dolphin Slash (Ground),,,LucinaDolphinSlashG
21e_lucina,35,,39,39,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5], 'color': 'darkblue', 'notes': ''}]",Dolphin Slash (Aerial),,,LucinaDolphinSlashA
21e_lucina,36,,64,64,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [5, 6], 'color': 'darkblue', 'notes': ''}]",Counter,,,LucinaCounter
21e_lucina,37,,41,41,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8], 'color': 'darkblue', 'notes': ''}]",Counter (Hit),,,LucinaCounterHit
21e_lucina,38,,55,55,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25], 'color': 'darkblue', 'notes': ''}]",Ledge Attack,,,LucinaLedgeAttack
21e_lucina,39,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Up),,,LucinaGetupAttackU
21e_lucina,40,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Down),,,LucinaGetupAttackD
21e_lucina,41,,49,49,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7], 'color': 'darkblue', 'notes': ''}]",Trip Attack,,,LucinaTripAttack
21_marth,0,,25,25,,,Jab 1,,,MarthJab1
21_marth,1,,28,28,,,Jab 2,,,MarthJab2
21_marth,2,,33,33,,,Forward Tilt,,,MarthFTilt
21_marth,3,,33,33,,,Up Tilt,,,MarthUTilt
21_marth,4,,23,23,,,Down Tilt,,,MarthDTilt
21_marth,5,,49,49,,,Dash Attack,,,MarthDashAttack
21_marth,6,,51,51,,,Forward Smash,,,MarthFSmash
21_marth,7,,58,58,,,Up Smash,,,MarthUSmash
21_marth,8,,55,55,,,Down Smash,,,MarthDSmash
21_marth,9,,49,49,,,Neutral Air,,,MarthNAir
21_marth,10,,37,37,,,Forward Air,,,MarthFAir
21_marth,11,,39,39,,,Back Air,,,MarthBAir
21_marth,12,,45,45,,,Up Air,,,MarthUAir
21_marth,13,,59,59,,,Down Air,,,MarthDAir
21_marth,14,,34,34,"[{'id': '0', 'bone': 'top', 'size': '3.3', 'x': '0.0', 'y': '8.0', 'z': '4.0', 'x2': '0.0', 'y2': '8.0', 'z2': '7.7', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [6, 7], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.65', 'x': '0.0', 'y': '8.0', 'z': '2.35', 'x2': '0.0', 'y2': '8.0', 'z2': '9.35', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [6, 7], 'color': '#400040', 'notes': ''}]",,Grab,,,MarthGrab
21_marth,15,,42,42,"[{'id': '0', 'bone': 'top', 'size': '3.0', 'x': '0.0', 'y': '7.25', 'z': '4.0', 'x2': '0.0', 'y2': '7.25', 'z2': '9.4', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [9, 10], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.3', 'x': '0.0', 'y': '7.0', 'z': '2.7', 'x2': '0.0', 'y2': '7.0', 'z2': '10.7', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [9, 10], 'color': '#400040', 'notes': ''}]",,Dash Grab,,,MarthDashGrab
21_marth,16,,37,37,"[{'id': '0', 'bone': 'top', 'size': '3.3', 'x': '0.0', 'y': '7.0', 'z': '-4.0', 'x2': '0.0', 'y2': '7.0', 'z2': '-13.2', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [10, 11], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.65', 'x': '0.0', 'y': '7.0', 'z': '-2.35', 'x2': '0.0', 'y2': '7.0', 'z2': '-14.85', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [10, 11], 'color': '#400040', 'notes': ''}]",,Pivot Grab,,,MarthPivotGrab
21_marth,17,,6,6,,,Pummel,,,MarthPummel
21_marth,18,,31,31,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'color': 'lightgreen', 'notes': ''}]",Forward Throw,,,MarthFThrow
21_marth,19,,44,44,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'color': 'lightgreen', 'notes': ''}]",Back Throw,,,MarthBThrow
21_marth,20,,44,44,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'color': 'lightgreen', 'notes': ''}]",Up Throw,,,MarthUThrow
21_marth,21,,42,42,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'color': 'lightgreen', 'notes': ''}]",Down Throw,,,MarthDThrow
21_marth,22,,32,32,,,Shield Breaker,,,MarthShieldBreaker
21_marth,23,,32,32,,,Shield Breaker (Up),,,MarthShieldBreakerUp
21_marth,24,,32,32,,,Shield Breaker (Down),,,MarthShieldBreakerDown
21_marth,25,,39,39,,,Dancing Blade 1,,,MarthDancingBlade1
21_marth,26,,38,38,,,Dancing Blade 2,,,MarthDancingBlade2
21_marth,27,,38,38,,,Dancing Blade 2 (Up),,,MarthDancingBlade2Up
21_marth,28,,43,43,,,Dancing Blade 3,,,MarthDancingBlade3
21_marth,29,,38,38,,,Dancing Blade 3 (Up),,,MarthDancingBlade3Up
21_marth,30,,43,43,,,Dancing Blade 3 (Down),,,MarthDancingBlade3Down
21_marth,31,,55,55,,,Dancing Blade 4,,,MarthDancingBlade4
21_marth,32,,44,44,,,Dancing Blade 4 (Up),,,MarthDancingBlade4Up
21_marth,33,,74,74,,,Dancing Blade 4 (Down),,,MarthDancingBlade4Down
21_marth,34,,39,39,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [4, 5], 'color': 'darkblue', 'notes': ''}]",Dolphin Slash (Ground),,,MarthDolphinSlashG
21_marth,35,,39,39,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5], 'color': 'darkblue', 'notes': ''}]",Dolphin Slash (Aerial),,,MarthDolphinSlashA
21_marth,36,,64,64,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [5, 6], 'color': 'darkblue', 'notes': ''}]",Counter,,,MarthCounter
21_marth,37,,40,40,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8], 'color': 'darkblue', 'notes': ''}]",Counter (Hit),,,MarthCounterHit
21_marth,38,,55,55,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25], 'color': 'darkblue', 'notes': ''}]",Ledge Attack,,,MarthLedgeAttack
21_marth,39,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Up),,,MarthGetupAttackU
21_marth,40,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Down),,,MarthGetupAttackD
21_marth,41,,49,49,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7], 'color': 'darkblue', 'notes': ''}]",Trip Attack,,,MarthTripAttack
22_young-link,0,,17,17,,,Jab 1,,,YoungLinkJab1
22_young-link,1,,16,16,,,Jab 2,,,YoungLinkJab2
22_young-link,2,,35,35,,,Jab 3,,,YoungLinkJab3
22_young-link,3,,17,17,,,Rapid Jab,,,YoungLinkJabRapid
22_young-link,4,,45,45,,,Rapid Jab (Finisher),,,YoungLinkJabRapidEnd
22_young-link,5,,35,35,,,Forward Tilt,,,YoungLinkFTilt
22_young-link,6,,31,31,,,Up Tilt,,,YoungLinkUTilt
22_young-link,7,,25,25,,,Down Tilt,,,YoungLinkDTilt
22_young-link,8,,34,34,,,Dash Attack,,,YoungLinkDashAttack
22_young-link,9,,47,47,,,Forward Smash 1,,,YoungLinkFSmash
22_young-link,10,,49,49,,,Forward Smash 2,,,YoungLinkFSmash2
22_young-link,11,,69,69,,,Up Smash,,,YoungLinkUSmash
22_young-link,12,,49,49,,,Down Smash,,,YoungLinkDSmash
22_young-link,13,,35,35,,,Neutral Air,,,YoungLinkNAir
22_young-link,14,,40,40,,,Forward Air,,,YoungLinkFAir
22_young-link,15,,29,29,,,Back Air,,,YoungLinkBAir
22_young-link,16,,59,59,,,Up Air,,,YoungLinkUAir
22_young-link,17,,79,79,,,Down Air,,,YoungLinkDAir
22_young-link,18,,71,71,,,ZAir,,,YoungLinkZAir
22_young-link,19,,51,51,"[{'id': '0', 'bone': 'throw', 'size': '2.8', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [12, 13, 14, 15, 16, 17, 18], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'handr', 'size': '1.5', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [12, 13], 'color': '#800080', 'notes': ''}, {'id': '2', 'bone': 'handr', 'size': '4.0', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [12, 13], 'color': '#800080', 'notes': ''}]",,Grab,,,YoungLinkGrab
22_young-link,20,,60,60,"[{'id': '0', 'bone': 'throw', 'size': '2.8', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [14, 15, 16, 17, 18, 19, 20], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'handr', 'size': '1.5', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [14, 15], 'color': '#800080', 'notes': ''}, {'id': '2', 'bone': 'handr', 'size': '4.0', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [14, 15], 'color': '#800080', 'notes': ''}]",,Dash Grab,,,YoungLinkDashGrab
22_young-link,21,,55,55,"[{'id': '0', 'bone': 'throw', 'size': '2.8', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [15, 16, 17, 18, 19, 20, 21], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'handr', 'size': '1.5', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [15, 16], 'color': '#800080', 'notes': ''}, {'id': '2', 'bone': 'handr', 'size': '4.0', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [15, 16], 'color': '#800080', 'notes': ''}]",,Pivot Grab,,,YoungLinkPivotGrab
22_young-link,22,,6,6,,,Pummel,,,YoungLinkPummel
22_young-link,23,,39,39,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'color': 'lightgreen', 'notes': ''}]",Forward Throw,,,YoungLinkFThrow
22_young-link,24,,39,39,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'color': 'lightgreen', 'notes': ''}]",Back Throw,,,YoungLinkBThrow
22_young-link,25,,49,49,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'color': 'lightgreen', 'notes': ''}]",Up Throw,,,YoungLinkUThrow
22_young-link,26,,49,49,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], 'color': 'lightgreen', 'notes': ''}]",Down Throw,,,YoungLinkDThrow
22_young-link,27,,1,1,,,Arrow,,,YoungLinkArrow
22_young-link,28,,1,1,,,Boomerang,,,YoungLinkBoomerang
22_young-link,29,,70,70,,,Spin Attack (Ground),,,YoungLinkSpinAttackG
22_young-link,30,,85,85,,,Spin Attack (Aerial),,,YoungLinkSpinAttackA
22_young-link,31,,1,1,,,Bomb,,,YoungLinkBomb
22_young-link,32,,55,55,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'color': 'darkblue', 'notes': ''}]",Ledge Attack,,,YoungLinkLedgeAttack
22_young-link,33,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Up),,,YoungLinkGetupAttackU
22_young-link,34,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Down),,,YoungLinkGetupAttackD
22_young-link,35,,49,49,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7], 'color': 'darkblue', 'notes': ''}]",Trip Attack,,,YoungLinkTripAttack
23_ganondorf,0,,26,26,,,Jab,,,GanondorfJab
23_ganondorf,1,,39,39,,,Forward Tilt,,,GanondorfFTilt
23_ganondorf,2,,95,95,,,Up Tilt,,,GanondorfUTilt
23_ganondorf,3,,35,35,,,Down Tilt,,,GanondorfDTilt
23_ganondorf,4,,37,37,,,Dash Attack,,,GanondorfDashAttack
23_ganondorf,5,,69,69,,,Forward Smash,,,GanondorfFSmash
23_ganondorf,6,,61,61,,,Up Smash,,,GanondorfUSmash
23_ganondorf,7,,59,59,,,Down Smash,,,GanondorfDSmash
23_ganondorf,8,,40,40,,,Neutral Air,,,GanondorfNAir
23_ganondorf,9,,44,44,,,Forward Air,,,GanondorfFAir
23_ganondorf,10,,35,35,,,Back Air,,,GanondorfBAir
23_ganondorf,11,,33,33,,,Up Air,,,GanondorfUAir
23_ganondorf,12,,44,44,,,Down Air,,,GanondorfDAir
23_ganondorf,13,,38,38,"[{'id': '0', 'bone': 'top', 'size': '4.0', 'x': '0.0', 'y': '9.0', 'z': '4.0', 'x2': '0.0', 'y2': '9.0', 'z2': '10.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [8, 9, 10], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '2.0', 'x': '0.0', 'y': '9.0', 'z': '2.0', 'x2': '0.0', 'y2': '9.0', 'z2': '12.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [8, 9, 10], 'color': '#400040', 'notes': ''}]",,Grab,,,GanondorfGrab
23_ganondorf,14,,46,46,"[{'id': '0', 'bone': 'top', 'size': '3.2', 'x': '0.0', 'y': '9.0', 'z': '4.0', 'x2': '0.0', 'y2': '9.0', 'z2': '11.8', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [11, 12, 13], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.6', 'x': '0.0', 'y': '9.0', 'z': '2.4', 'x2': '0.0', 'y2': '9.0', 'z2': '13.4', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [11, 12, 13], 'color': '#400040', 'notes': ''}]",,Dash Grab,,,GanondorfDashGrab
23_ganondorf,15,,41,41,"[{'id': '0', 'bone': 'top', 'size': '4.0', 'x': '0.0', 'y': '9.0', 'z': '-4.0', 'x2': '0.0', 'y2': '9.0', 'z2': '-15.6', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [12, 13, 14], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '2.0', 'x': '0.0', 'y': '9.0', 'z': '-2.0', 'x2': '0.0', 'y2': '9.0', 'z2': '-17.6', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [12, 13, 14], 'color': '#400040', 'notes': ''}]",,Pivot Grab,,,GanondorfPivotGrab
23_ganondorf,16,,7,7,,,Pummel,,,GanondorfPummel
23_ganondorf,17,,39,39,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'color': 'lightgreen', 'notes': ''}]",Forward Throw,,,GanondorfFThrow
23_ganondorf,18,,49,49,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'color': 'lightgreen', 'notes': ''}]",Back Throw,,,GanondorfBThrow
23_ganondorf,19,,43,43,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'color': 'lightgreen', 'notes': ''}]",Up Throw,,,GanondorfUThrow
23_ganondorf,20,,39,39,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'color': 'lightgreen', 'notes': ''}]",Down Throw,,,GanondorfDThrow
23_ganondorf,21,,117,117,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67], 'color': '#2F152E', 'notes': ''}]",Warlock Punch (Ground),,,GanondorfWarlockPunchG
23_ganondorf,22,,127,127,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75], 'color': '#2F152E', 'notes': ''}]","Warlock Punch (Ground, Reverse)",,,GanondorfWarlockPunchRG
23_ganondorf,23,,117,117,,,Warlock Punch (Aerial),,,GanondorfWarlockPunchA
23_ganondorf,24,,127,127,,,"Warlock Punch (Aerial, Reverse)",,,GanondorfWarlockPunchRA
23_ganondorf,25,,59,59,"[{'id': '0', 'bone': 'top', 'size': '5.0', 'x': '0.0', 'y': '8.0', 'z': '7.5', 'status': 'fighter_status_kind_catched_ganon', 'ground_or_air': 'collision_situation_mask_g', 'frames': [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.0', 'x': '0.0', 'y': '8.0', 'z': '7.2', 'status': 'fighter_status_kind_catched_ganon', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30], 'color': '#400040', 'notes': ''}]",,Flame Choke (Ground),,,GanondorfFlameChokeG
23_ganondorf,26,,57,57,"[{'id': '0', 'bone': 'top', 'size': '5.0', 'x': '0.0', 'y': '6.0', 'z': '7.5', 'status': 'fighter_status_kind_catched_air_ganon', 'ground_or_air': 'collision_situation_mask_g', 'frames': [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '5.0', 'x': '0.0', 'y': '11.0', 'z': '7.5', 'status': 'fighter_status_kind_catched_air_ganon', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], 'color': '#800080', 'notes': ''}]",,Flame Choke (Aerial),,,GanondorfFlameChokeA
23_ganondorf,27,,57,57,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], 'color': '#2F152E', 'notes': ''}]",Flame Choke,,,GanondorfFlameChoke
23_ganondorf,28,,65,65,"[{'id': '0', 'bone': 'top', 'size': '4.4', 'x': '0.0', 'y': '16.0', 'z': '6.5', 'status': 'fighter_status_kind_clung_ganon', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [14], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '6.5', 'x': '0.0', 'y': '8.8', 'z': '13.7', 'status': 'fighter_status_kind_clung_ganon', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [14], 'color': '#800080', 'notes': ''}, {'id': '0', 'bone': 'top', 'size': '4.4', 'x': '0.0', 'y': '16.0', 'z': '6.5', 'x2': '0.0', 'y2': '18.0', 'z2': '3.0', 'status': 'fighter_status_kind_clung_ganon', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], 'color': '#800080', 'notes': ''}]",,Dark Dive,,,GanondorfDarkDive
23_ganondorf,29,,39,39,,,Dark Dive (Grab Success),,,GanondorfDarkDiveCatch
23_ganondorf,30,,40,40,,,Wizard's Foot (Ground),,,GanondorfWizardsFootG
23_ganondorf,31,,30,30,,,Wizard's Foot (Aerial),,,GanondorfWizardsFootA
23_ganondorf,32,,44,44,,,Wizard's Foot (Landing),,,GanondorfWizardsFootALand
23_ganondorf,33,,56,56,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26], 'color': 'darkblue', 'notes': ''}]",Ledge Attack,,,GanondorfLedgeAttack
23_ganondorf,34,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Up),,,GanondorfGetupAttackU
23_ganondorf,35,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Down),,,GanondorfGetupAttackD
23_ganondorf,36,,49,49,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7], 'color': 'darkblue', 'notes': ''}]",Trip Attack,,,GanondorfTripAttack
24_mewtwo,0,,21,21,,,Jab,,,MewtwoJab
24_mewtwo,1,,21,21,,,Rapid Jab,,,MewtwoJabRapid
24_mewtwo,2,,40,40,,,Rapid Jab (Finisher),,,MewtwoJabRapidEnd
24_mewtwo,3,,35,35,,,Forward Tilt,,,MewtwoFTilt
24_mewtwo,4,,35,35,,,Forward Tilt (Up),,,MewtwoFTiltUp
24_mewtwo,5,,35,35,,,Forward Tilt (Down),,,MewtwoFTiltDown
24_mewtwo,6,,29,29,,,Up Tilt,,,MewtwoUTilt
24_mewtwo,7,,23,23,,,Down Tilt,,,MewtwoDTilt
24_mewtwo,8,,38,38,,,Dash Attack,,,MewtwoDashAttack
24_mewtwo,9,,52,52,,,Forward Smash,,,MewtwoFSmash
24_mewtwo,10,,51,51,,,Forward Smash (Up),,,MewtwoFSmashUp
24_mewtwo,11,,52,52,,,Forward Smash (Down),,,MewtwoFSmashDown
24_mewtwo,12,,68,68,,,Up Smash,,,MewtwoUSmash
24_mewtwo,13,,43,43,,,Down Smash,,,MewtwoDSmash
24_mewtwo,14,,49,49,,,Neutral Air,,,MewtwoNAir
24_mewtwo,15,,39,39,,,Forward Air,,,MewtwoFAir
24_mewtwo,16,,39,39,,,Back Air,,,MewtwoBAir
24_mewtwo,17,,39,39,,,Up Air,,,MewtwoUAir
24_mewtwo,18,,47,47,,,Down Air,,,MewtwoDAir
